ABLG,AltID,CommonName,SpeciesName,CollectionDate,notSEAK,Locality,Loc,GeneralLoc,StartLatDD,StartLonDD,k3_A,k3_B,k3_C,k3_inferred_pop,k4_A,k4_B,k4_C,k4_D,k4_inferred_pop,k5_A,k5_B,k5_C,k5_D,k5_E,k5_inferred_pop
5657,RKG8889_4,Red King Crab,Paralithodes camtschaticus,7/1/1988,0,"Gambier Bay, Southeast Marine",SEAK,Southeast Marine,57.45,-134.95,0,0,1,C,0,0,0,1,D,0,1,0,0,0,B
5658,RKG8889_5,Red King Crab,Paralithodes camtschaticus,7/1/1988,0,"Gambier Bay, Southeast Marine",SEAK,Southeast Marine,57.45,-134.95,0,0,1,C,0,0,0,1,D,0,1,0,0,0,B
5659,RKX89_1,Red King Crab,Paralithodes camtschaticus,8/1/1989,1,"Chukchi Sea, Bering Sea",NorthBering,Bering Sea,68,-167,0.681,0.319,0,A,1,0,0,0,A,0,0,0,1,0,D
5662,RKX89_4,Red King Crab,Paralithodes camtschaticus,8/1/1989,1,"Chukchi Sea, Bering Sea",NorthBering,Bering Sea,68,-167,0.671,0.329,0,A,0.249,0.419,0.332,0,B,0,0,0,1,0,D
5663,RKX89_5,Red King Crab,Paralithodes camtschaticus,8/1/1989,1,"Chukchi Sea, Bering Sea",NorthBering,Bering Sea,68,-167,0,1,0,B,0,0,1,0,C,0,0,0,0,1,E
5667,RKX89_9,Red King Crab,Paralithodes camtschaticus,8/1/1989,1,"Chukchi Sea, Bering Sea",NorthBering,Bering Sea,68,-167,0,1,0,B,0,0,1,0,C,0,0,0,0,1,E
5669,RKX89_11,Red King Crab,Paralithodes camtschaticus,8/1/1989,1,"Chukchi Sea, Bering Sea",NorthBering,Bering Sea,68,-167,0,1,0,B,0,0,1,0,C,0,0,0,0,1,E
5670,RKX89_12,Red King Crab,Paralithodes camtschaticus,8/1/1989,1,"Chukchi Sea, Bering Sea",NorthBering,Bering Sea,68,-167,0,1,0,B,1,0,0,0,A,0,0,0,0,1,E
5674,RKX89_16,Red King Crab,Paralithodes camtschaticus,8/1/1989,1,"Chukchi Sea, Bering Sea",NorthBering,Bering Sea,68,-167,0.685,0.315,0,A,0,0,1,0,C,0,0,0,1,0,D
5679,RKX89_21,Red King Crab,Paralithodes camtschaticus,8/1/1989,1,"Chukchi Sea, Bering Sea",NorthBering,Bering Sea,68,-167,0.688,0.312,0,A,1,0,0,0,A,0,0,0,1,0,D
5680,RKX89_22,Red King Crab,Paralithodes camtschaticus,8/1/1989,1,"Chukchi Sea, Bering Sea",NorthBering,Bering Sea,68,-167,0.669,0.331,0,A,0.258,0.407,0.335,0,B,0,0,0,1,0,D
5681,RKX89_23,Red King Crab,Paralithodes camtschaticus,8/1/1989,1,"Chukchi Sea, Bering Sea",NorthBering,Bering Sea,68,-167,0.666,0.334,0,A,0.223,0.438,0.339,0,B,0,0,0,1,0,D
5682,RKX89_24,Red King Crab,Paralithodes camtschaticus,8/1/1989,1,"Chukchi Sea, Bering Sea",NorthBering,Bering Sea,68,-167,0.668,0.332,0,A,1,0,0,0,A,0,0,0,1,0,D
5684,RKX89_26,Red King Crab,Paralithodes camtschaticus,8/1/1989,1,"Chukchi Sea, Bering Sea",NorthBering,Bering Sea,68,-167,0.677,0.323,0,A,0.286,0.383,0.33,0,B,0,0,0,1,0,D
5685,RKX89_27,Red King Crab,Paralithodes camtschaticus,8/1/1989,1,"Chukchi Sea, Bering Sea",NorthBering,Bering Sea,68,-167,0.659,0.341,0,A,0.244,0.412,0.344,0,B,0,0,0,1,0,D
5690,RKXB189_2,Red King Crab,Paralithodes camtschaticus,10/1/1989,1,"Bristol Bay, Bering Sea",EastBering,Bering Sea,58.2,-158.6,0.786,0.153,0.062,A,1,0,0,0,A,0.482,0,0.167,0.298,0.053,A
5691,RKXB189_3,Red King Crab,Paralithodes camtschaticus,10/1/1989,1,"Bristol Bay, Bering Sea",EastBering,Bering Sea,58.2,-158.6,0.763,0.163,0.073,A,0.176,0.659,0.152,0.013,B,0,0,0,1,0,D
5708,RKXB189_28,Red King Crab,Paralithodes camtschaticus,10/1/1989,1,"Bristol Bay, Bering Sea",EastBering,Bering Sea,58.2,-158.6,0.719,0.188,0.093,A,0.129,0.64,0.196,0.035,B,0.397,0.007,0.264,0.234,0.097,A
5709,RKXB189_29,Red King Crab,Paralithodes camtschaticus,10/1/1989,1,"Bristol Bay, Bering Sea",EastBering,Bering Sea,58.2,-158.6,0.718,0.189,0.093,A,0.156,0.627,0.183,0.035,B,0.473,0.004,0.189,0.223,0.111,A
5713,RKXB189_33,Red King Crab,Paralithodes camtschaticus,10/1/1989,1,"Bristol Bay, Bering Sea",EastBering,Bering Sea,58.2,-158.6,0.688,0.195,0.116,A,0.085,0.646,0.213,0.056,B,0.413,0.025,0.247,0.195,0.12,A
5715,RKXB189_35,Red King Crab,Paralithodes camtschaticus,10/1/1989,1,"Bristol Bay, Bering Sea",EastBering,Bering Sea,58.2,-158.6,0.693,0.202,0.105,A,0.095,0.64,0.219,0.047,B,0,0,1,0,0,C
5717,RKD8889_1M,Red King Crab,Paralithodes camtschaticus,7/1/1988,0,"Excursion Inlet, Southeast Marine",SEAK,Southeast Marine,58.4203,-135.4439,0,0,1,C,0,0,0,1,D,0,1,0,0,0,B
5718,RKD8889_2M,Red King Crab,Paralithodes camtschaticus,7/1/1988,0,"Excursion Inlet, Southeast Marine",SEAK,Southeast Marine,58.4203,-135.4439,0,0,1,C,0,0,0,1,D,0,1,0,0,0,B
5719,RKD8889_3M,Red King Crab,Paralithodes camtschaticus,7/1/1988,0,"Excursion Inlet, Southeast Marine",SEAK,Southeast Marine,58.4203,-135.4439,0,0,1,C,0,0,0,1,D,0,1,0,0,0,B
5720,RKD8889_5M,Red King Crab,Paralithodes camtschaticus,7/1/1988,0,"Excursion Inlet, Southeast Marine",SEAK,Southeast Marine,58.4203,-135.4439,0,0,1,C,0,0,0,1,D,0,1,0,0,0,B
5721,RKD8889_6M,Red King Crab,Paralithodes camtschaticus,7/1/1988,0,"Excursion Inlet, Southeast Marine",SEAK,Southeast Marine,58.4203,-135.4439,0,0,1,C,0,0,0,1,D,0,1,0,0,0,B
5722,RKJ8889_1M,Red King Crab,Paralithodes camtschaticus,7/1/1988,0,"Excursion Inlet, Southeast Marine",SEAK,Southeast Marine,58.4203,-135.4439,0,0,1,C,0,0,0,1,D,0,1,0,0,0,B
5740,RCH91_1,Red King Crab,Paralithodes camtschaticus,4/1/1991,1,"Chiniak Bay, Gulf of Alaska",GOA,Gulf of Alaska,57.7,-152.4,0.826,0,0.174,A,0,0.939,0,0.061,B,0.589,0.046,0.312,0.052,0,A
5741,RCH91_2,Red King Crab,Paralithodes camtschaticus,4/1/1991,1,"Chiniak Bay, Gulf of Alaska",GOA,Gulf of Alaska,57.7,-152.4,0.789,0.029,0.181,A,0.066,0.751,0.072,0.111,B,0,0,1,0,0,C
5742,RCH91_3,Red King Crab,Paralithodes camtschaticus,4/1/1991,1,"Chiniak Bay, Gulf of Alaska",GOA,Gulf of Alaska,57.7,-152.4,0.666,0.23,0.104,A,0.135,0.582,0.232,0.051,B,1,0,0,0,0,A
5743,RCH91_4,Red King Crab,Paralithodes camtschaticus,4/1/1991,1,"Chiniak Bay, Gulf of Alaska",GOA,Gulf of Alaska,57.7,-152.4,0.846,0,0.154,A,0.141,0.782,0,0.078,B,1,0,0,0,0,A
5744,RCH91_5,Red King Crab,Paralithodes camtschaticus,4/1/1991,1,"Chiniak Bay, Gulf of Alaska",GOA,Gulf of Alaska,57.7,-152.4,0.803,0,0.197,A,0.109,0.77,0.001,0.121,B,0.585,0.074,0.272,0.069,0,A
5745,RCH91_6,Red King Crab,Paralithodes camtschaticus,4/1/1991,1,"Chiniak Bay, Gulf of Alaska",GOA,Gulf of Alaska,57.7,-152.4,0.859,0,0.141,A,0.177,0.756,0,0.067,B,0.704,0.011,0.218,0.067,0,A
5746,RCH91_7,Red King Crab,Paralithodes camtschaticus,4/1/1991,1,"Chiniak Bay, Gulf of Alaska",GOA,Gulf of Alaska,57.7,-152.4,0.865,0,0.135,A,0.164,0.779,0,0.057,B,1,0,0,0,0,A
5749,RKAL91_3,Red King Crab,Paralithodes camtschaticus,4/19/1991,1,"Kukak, Gulf of Alaska",GOA,Gulf of Alaska,58.31,-154.25,0.817,0,0.183,A,0.136,0.754,0,0.109,B,0.644,0.06,0.21,0.086,0,A
5750,RKAL91_4,Red King Crab,Paralithodes camtschaticus,4/19/1991,1,"Kukak, Gulf of Alaska",GOA,Gulf of Alaska,58.31,-154.25,0.803,0,0.197,A,0.001,0.865,0.025,0.109,B,0.639,0.056,0.306,0,0,A
5751,RKAL91_5,Red King Crab,Paralithodes camtschaticus,4/19/1991,1,"Kukak, Gulf of Alaska",GOA,Gulf of Alaska,58.31,-154.25,0.852,0,0.148,A,0.124,0.807,0,0.069,B,0.655,0.017,0.268,0.061,0,A
5752,RKAL91_6,Red King Crab,Paralithodes camtschaticus,4/19/1991,1,"Kukak, Gulf of Alaska",GOA,Gulf of Alaska,58.31,-154.25,0.766,0.044,0.191,A,0.08,0.737,0.064,0.119,B,1,0,0,0,0,A
5753,RKAL91_7,Red King Crab,Paralithodes camtschaticus,4/19/1991,1,"Kukak, Gulf of Alaska",GOA,Gulf of Alaska,58.31,-154.25,0.827,0,0.173,A,0,0.94,0,0.06,B,1,0,0,0,0,A
5754,RKAL91_8,Red King Crab,Paralithodes camtschaticus,4/19/1991,1,"Kukak, Gulf of Alaska",GOA,Gulf of Alaska,58.31,-154.25,0.825,0,0.174,A,0,0.948,0,0.052,B,0.573,0.045,0.333,0.049,0,A
5755,RKAL91_9,Red King Crab,Paralithodes camtschaticus,4/19/1991,1,"Kukak, Gulf of Alaska",GOA,Gulf of Alaska,58.31,-154.25,0.784,0.018,0.198,A,0.074,0.746,0.053,0.127,B,0.596,0.072,0.273,0.058,0,A
5760,RKAL91_14,Red King Crab,Paralithodes camtschaticus,4/19/1991,1,"Kukak, Gulf of Alaska",GOA,Gulf of Alaska,58.31,-154.25,0.831,0,0.169,A,0,0.957,0,0.043,B,0.535,0.054,0.339,0.072,0,A
5761,RKAL91_15,Red King Crab,Paralithodes camtschaticus,4/19/1991,1,"Kukak, Gulf of Alaska",GOA,Gulf of Alaska,58.31,-154.25,0.774,0.038,0.188,A,0.102,0.722,0.058,0.119,B,0.579,0.066,0.249,0.105,0.001,A
5762,RKAL91_16,Red King Crab,Paralithodes camtschaticus,4/19/1991,1,"Kukak, Gulf of Alaska",GOA,Gulf of Alaska,58.31,-154.25,0.822,0,0.178,A,0,0.94,0,0.06,B,0.575,0.032,0.393,0,0,A
5763,RKAL91_17,Red King Crab,Paralithodes camtschaticus,4/19/1991,1,"Kukak, Gulf of Alaska",GOA,Gulf of Alaska,58.31,-154.25,0.806,0,0.194,A,0,0.909,0,0.091,B,1,0,0,0,0,A
5764,RKAL91_18,Red King Crab,Paralithodes camtschaticus,4/19/1991,1,"Kukak, Gulf of Alaska",GOA,Gulf of Alaska,58.31,-154.25,0.819,0,0.181,A,0,0.929,0,0.071,B,0.648,0.029,0.323,0,0,A
5765,RKAL91_19,Red King Crab,Paralithodes camtschaticus,4/19/1991,1,"Kukak, Gulf of Alaska",GOA,Gulf of Alaska,58.31,-154.25,0.794,0.033,0.173,A,0.086,0.756,0.057,0.101,B,0,0,1,0,0,C
5766,RKAL91_20,Red King Crab,Paralithodes camtschaticus,4/19/1991,1,"Kukak, Gulf of Alaska",GOA,Gulf of Alaska,58.31,-154.25,0.798,0,0.202,A,0.074,0.759,0.037,0.13,B,0.601,0.071,0.292,0.036,0,A
5771,RKAL91_25,Red King Crab,Paralithodes camtschaticus,4/19/1991,1,"Kukak, Gulf of Alaska",GOA,Gulf of Alaska,58.31,-154.25,0.778,0.027,0.195,A,0.121,0.707,0.044,0.128,B,0.578,0.076,0.251,0.095,0,A
5772,RKU91_1,Red King Crab,Paralithodes camtschaticus,4/2/1991,1,"Uganik, Gulf of Alaska",GOA,Gulf of Alaska,57.8547,-153.5217,0.83,0,0.17,A,0.098,0.75,0.051,0.101,B,0.626,0.042,0.251,0.08,0.001,A
5773,RKU91_3,Red King Crab,Paralithodes camtschaticus,4/2/1991,1,"Uganik, Gulf of Alaska",GOA,Gulf of Alaska,57.8547,-153.5217,0.857,0,0.143,A,0.129,0.807,0,0.064,B,0.709,0,0.291,0,0,A
5775,RKU91_5,Red King Crab,Paralithodes camtschaticus,4/2/1991,1,"Uganik, Gulf of Alaska",GOA,Gulf of Alaska,57.8547,-153.5217,0.847,0,0.153,A,0,0.973,0,0.027,B,0.598,0.028,0.292,0.081,0,A
5776,RKU91_6,Red King Crab,Paralithodes camtschaticus,4/2/1991,1,"Uganik, Gulf of Alaska",GOA,Gulf of Alaska,57.8547,-153.5217,0.857,0,0.143,A,0,0.996,0,0.004,B,0.713,0.001,0.285,0.002,0,A
5777,RKU91_7,Red King Crab,Paralithodes camtschaticus,4/2/1991,1,"Uganik, Gulf of Alaska",GOA,Gulf of Alaska,57.8547,-153.5217,0.798,0.004,0.198,A,0,0.894,0,0.106,B,1,0,0,0,0,A
5780,RKXP91_2,Red King Crab,Paralithodes camtschaticus,10/30/1991,1,"Saint Paul Island, Bering Sea",EastBering,Bering Sea,57.178,-170.297,0.888,0,0.112,A,0,1,0,0,B,0,0,1,0,0,C
5782,RKXP91_4,Red King Crab,Paralithodes camtschaticus,10/30/1991,1,"Saint Paul Island, Bering Sea",EastBering,Bering Sea,57.178,-170.297,0.681,0.223,0.095,A,0.034,0.679,0.257,0.031,B,0.291,0.01,0.35,0.22,0.129,C
5783,RKXP91_5,Red King Crab,Paralithodes camtschaticus,10/30/1991,1,"Saint Paul Island, Bering Sea",EastBering,Bering Sea,57.178,-170.297,0.505,0.441,0.054,A,0,0.517,0.482,0,B,0,0,0.541,0,0.459,C
5784,RKXP91_6,Red King Crab,Paralithodes camtschaticus,10/30/1991,1,"Saint Paul Island, Bering Sea",EastBering,Bering Sea,57.178,-170.297,0.65,0.261,0.09,A,0.028,0.649,0.296,0.026,B,0.389,0.003,0.252,0.153,0.203,A
5785,RKXP91_7,Red King Crab,Paralithodes camtschaticus,10/30/1991,1,"Saint Paul Island, Bering Sea",EastBering,Bering Sea,57.178,-170.297,0.579,0.315,0.106,A,0.104,0.523,0.317,0.056,B,0.415,0.019,0.173,0.12,0.273,A
5786,RKXP91_8,Red King Crab,Paralithodes camtschaticus,10/30/1991,1,"Saint Paul Island, Bering Sea",EastBering,Bering Sea,57.178,-170.297,0.68,0.153,0.167,A,0.132,0.605,0.152,0.11,B,0.507,0.069,0.176,0.14,0.108,A
5787,RKXP91_9,Red King Crab,Paralithodes camtschaticus,10/30/1991,1,"Saint Paul Island, Bering Sea",EastBering,Bering Sea,57.178,-170.297,0.624,0.26,0.116,A,0,0.656,0.297,0.047,B,0,0,1,0,0,C
5789,RKXP91_31,Red King Crab,Paralithodes camtschaticus,10/30/1991,1,"Saint Paul Island, Bering Sea",EastBering,Bering Sea,57.178,-170.297,0.464,0.457,0.079,A,0.102,0.399,0.456,0.042,B,0.296,0.014,0.141,0.14,0.408,E
5790,RKXP91_32,Red King Crab,Paralithodes camtschaticus,10/30/1991,1,"Saint Paul Island, Bering Sea",EastBering,Bering Sea,57.178,-170.297,0.592,0.312,0.096,A,0.089,0.549,0.319,0.043,B,0.401,0.009,0.191,0.132,0.267,A
5792,RKXP91_34,Red King Crab,Paralithodes camtschaticus,10/30/1991,1,"Saint Paul Island, Bering Sea",EastBering,Bering Sea,57.178,-170.297,0.602,0.276,0.121,A,1,0,0,0,A,0.635,0.011,0,0.052,0.302,A
5794,RKXP91_36,Red King Crab,Paralithodes camtschaticus,10/30/1991,1,"Saint Paul Island, Bering Sea",EastBering,Bering Sea,57.178,-170.297,0.637,0.262,0.101,A,0.005,0.662,0.298,0.035,B,0.403,0,0.346,0,0.251,A
5795,RKXP91_37,Red King Crab,Paralithodes camtschaticus,10/30/1991,1,"Saint Paul Island, Bering Sea",EastBering,Bering Sea,57.178,-170.297,0.475,0.493,0.032,B,0.12,0.386,0.493,0.001,B,0,0,0.294,0.27,0.436,C
5796,RKXP91_38,Red King Crab,Paralithodes camtschaticus,10/30/1991,1,"Saint Paul Island, Bering Sea",EastBering,Bering Sea,57.178,-170.297,0.537,0.348,0.115,A,0.055,0.519,0.362,0.064,B,0.359,0.034,0.191,0.106,0.31,A
5797,RKXP91_39,Red King Crab,Paralithodes camtschaticus,10/30/1991,1,"Saint Paul Island, Bering Sea",EastBering,Bering Sea,57.178,-170.297,0.719,0.125,0.156,A,0.075,0.693,0.144,0.088,B,0.571,0.033,0.245,0.034,0.117,A
5798,RKXP91_50,Red King Crab,Paralithodes camtschaticus,10/30/1991,1,"Saint Paul Island, Bering Sea",EastBering,Bering Sea,57.178,-170.297,0.588,0.301,0.111,A,0.063,0.556,0.321,0.06,B,0,0,1,0,0,C
5799,RKP96_1,Red King Crab,Paralithodes camtschaticus,10/31/1996,1,"Pribilof, Bering Sea",EastBering,Bering Sea,56.82,-170,0.535,0.388,0.076,A,1,0,0,0,A,0.441,0,0.099,0.089,0.371,A
